epoch,train_loss,val_loss
1.0,0.570033365062305,0.1216618474572897
2.0,0.4470530131033489,0.16656025871634483
3.0,0.4061495193413326,0.2193104550242424
4.0,0.37075656226703096,0.2646009996533394
5.0,0.3472207486629486,0.2891641594469547
6.0,0.32161142357758116,0.29644743353128433
7.0,0.3074741555111749,0.2856815755367279
8.0,0.29027160576411654,0.3183577284216881
9.0,0.2714320474437305,0.2593343257904053
10.0,0.2557788757341249,0.23716900870203972
11.0,0.23985742671149118,0.21929049119353294
12.0,0.2260231641786439,0.2306095026433468
13.0,0.20990586706570216,0.212430439889431
14.0,0.20294985813753946,0.23057132586836815
15.0,0.18974502703973226,0.21142610535025597
16.0,0.171535886824131,0.17181959375739098
17.0,0.16038679225104197,0.16648261062800884
18.0,0.15111776547772543,0.15710096433758736
19.0,0.14427001401782036,0.17076992243528366
20.0,0.1301353249166693,0.14366077072918415
21.0,0.12444141986114639,0.1473852749913931
22.0,0.11409535099353109,0.12648084945976734
23.0,0.1050707995891571,0.12977398745715618
24.0,0.09901171603373118,0.10241692885756493
25.0,0.09524923616221972,0.10535797663033009
26.0,0.09085217916539737,0.10316444747149944
27.0,0.08219677422727857,0.10542705096304417
28.0,0.07679169146077973,0.09358464367687702
29.0,0.07648134816970144,0.08362855203449726
30.0,0.06785447230296475,0.08014208730310202
31.0,0.062120726598160605,0.06543418299406767
32.0,0.05648484826087952,0.06401017215102911
33.0,0.05787948811692851,0.07029526680707932
34.0,0.055992591327854564,0.0702690128237009
35.0,0.051349616210375516,0.07777252979576588
36.0,0.04889033442097051,0.060341689735651016
37.0,0.046890259853431156,0.06088198255747557
38.0,0.04366560732679708,0.04988127946853638
39.0,0.04127986303397587,0.05100810620933771
40.0,0.04063499053674085,0.04760374594479799
41.0,0.04098605630653245,0.04479397926479578
42.0,0.038686374202370644,0.043981258291751146
43.0,0.03464522545358965,0.04166730213910341
44.0,0.03486925469977515,0.03777746902778745
45.0,0.03289749899080822,0.03769758203998208
46.0,0.03443104999938181,0.037423284724354744
47.0,0.03215157413589103,0.0398548599332571
48.0,0.033386875210063796,0.035770381800830364
49.0,0.030763727479747364,0.03506089234724641
50.0,0.031080254619675025,0.0346624325029552
51.0,0.030128397047519684,0.036687194369733334
52.0,0.030821076860385283,0.036372880451381207
53.0,0.030309730608548437,0.0315169608220458
54.0,0.029549231486661092,0.033934086561203
55.0,0.029086181095668247,0.03069988451898098
56.0,0.02943675805415426,0.03163243317976594
57.0,0.027738225114132677,0.031294597778469324
58.0,0.02888411589499031,0.029070444405078888
59.0,0.02697457918631179,0.03017448168247938
60.0,0.025113611482083797,0.02963191131129861
61.0,0.028848382644355297,0.036464201752096415
62.0,0.026388443740350858,0.029928348492830992
63.0,0.025996329528944834,0.029196285642683506
64.0,0.02607742457517556,0.030909062828868628
65.0,0.025364116366420473,0.02765386924147606
66.0,0.02583642303943634,0.02781336847692728
67.0,0.02485568848039423,0.027862204238772392
68.0,0.025367010916982378,0.027147868648171425
69.0,0.02604556642472744,0.027582641690969467
70.0,0.02393318060785532,0.027234317734837532
71.0,0.024426181401525224,0.028138847555965185
72.0,0.022841470582144602,0.02850464265793562
73.0,0.027244494828794683,0.032623985316604376
74.0,0.023649876538131918,0.027363474015146494
75.0,0.02502926904708147,0.026820688508450985
76.0,0.023158684239855835,0.02733417460694909
77.0,0.022392230108380318,0.02806350588798523
78.0,0.02442809340677091,0.025819416623562574
79.0,0.024378374351986816,0.028458744753152132
80.0,0.023705614996807917,0.029460184276103973
81.0,0.022546830720135143,0.02729204297065735
82.0,0.023073779685156687,0.03027023794129491
83.0,0.02307546604424715,0.028791159857064486
84.0,0.021780010578887805,0.0288919759914279
85.0,0.022294920470033373,0.026650238316506147
86.0,0.020645147455590113,0.028811818454414606
87.0,0.02146652979510171,0.028655880596488714
88.0,0.020831653914813484,0.025648837443441153
89.0,0.02147590502032212,0.027526509016752243
90.0,0.021830629158232893,0.029194151982665062
91.0,0.021356959428106035,0.027636511251330376
92.0,0.020928135540868555,0.0252655865624547
93.0,0.020808844161885127,0.026297191623598337
94.0,0.020796628269766058,0.024110439233481884
95.0,0.021185056772083044,0.02597874542698264
96.0,0.021389558179570094,0.028453988023102283
97.0,0.020924294367432594,0.028938584495335817
98.0,0.02087494730949402,0.025750966742634773
99.0,0.02136866854769843,0.026128406636416912
100.0,0.02095627478723015,0.027985387481749058
101.0,0.021436026452907493,0.028745471499860287
102.0,0.020886193428720747,0.02487397938966751
103.0,0.020582609277750765,0.02524326741695404
104.0,0.021300332753786018,0.027362979482859373
105.0,0.021492105509553636,0.027235332876443863
106.0,0.019886934996715615,0.02719654096290469
107.0,0.02000536516840969,0.025638570077717304
108.0,0.019628011821103946,0.024282715283334255
109.0,0.02060685453138181,0.028105752542614937
110.0,0.019208950389708792,0.02521549630910158
111.0,0.019196534595851387,0.02549774432554841
112.0,0.01829300874045917,0.023421569727361202
113.0,0.01893122640571424,0.027031569741666317
114.0,0.020185497123748064,0.024585788138210773
115.0,0.018769783566572835,0.024202201049774885
116.0,0.017980965320020914,0.025707002729177475
117.0,0.019216906146279404,0.02567837806418538
118.0,0.019503356955413307,0.02561468491330743
119.0,0.019806196114846637,0.02656203042715788
120.0,0.01976163632103375,0.026027249172329903
121.0,0.01853322916265045,0.024661962408572435
122.0,0.016835784672626426,0.02536684088408947
123.0,0.017700403529618467,0.02753144782036543
124.0,0.017821680820946182,0.025310033932328224
125.0,0.019519228421683823,0.03357520094141364
126.0,0.020022212926830565,0.027816234156489372
127.0,0.018552681431174278,0.026828905567526817
128.0,0.017793437599071434,0.02499188086949289
129.0,0.01835810552750315,0.02418824378401041
130.0,0.01689999064962779,0.023758862633258104
131.0,0.017805412278643677,0.02340676123276353
132.0,0.016613165714911053,0.02524728700518608
133.0,0.016951668674924543,0.025046613533049822
134.0,0.015773657842406204,0.02422525128349662
135.0,0.015441862866282463,0.02396647771820426
136.0,0.016643651827637638,0.02264372631907463
137.0,0.01794775914666908,0.02407679194584489
138.0,0.018052357049392804,0.026782962027937174
139.0,0.01545946067199111,0.024824582505971193
140.0,0.01660918697182621,0.02449935767799616
141.0,0.017577385729444877,0.026151953730732203
142.0,0.015389128987278258,0.0244335881434381
143.0,0.015642796909170493,0.02410717075690627
144.0,0.016895436083099673,0.023937937803566456
145.0,0.0165355979198856,0.024940235540270805
146.0,0.01694676892033645,0.02816232666373253
147.0,0.01614732075748699,0.02351097809150815
148.0,0.015294850471296481,0.023443787824362516
149.0,0.016460621263831854,0.02332994667813182
150.0,0.014780183721865927,0.02311382396146655
151.0,0.015434823065463985,0.023148315027356148
152.0,0.015216167284441846,0.02278429502621293
153.0,0.015253524229462658,0.023346854839473963
154.0,0.015957396743553027,0.024410863872617483
155.0,0.01505776634439826,0.02349486481398344
156.0,0.01589269796386361,0.023462584242224693
157.0,0.01674319976674659,0.024470364209264517
158.0,0.015598808614803212,0.024845844134688377
159.0,0.01590911006288869,0.02489943103864789
160.0,0.01617656448589904,0.023655544966459274
161.0,0.014180974436125584,0.023548772558569908
162.0,0.014104791384722506,0.022504659369587898
163.0,0.0144640511300947,0.023036303464323282
164.0,0.01441427759293999,0.02491742931306362
165.0,0.015941752386944636,0.02548826253041625
166.0,0.015071107340710503,0.025020774453878403
167.0,0.014567619123096977,0.025092273950576782
168.0,0.015442969144455023,0.026410546153783798
169.0,0.01563363608771137,0.02575746737420559
170.0,0.014940996188670397,0.023663656786084175
171.0,0.013818431778677873,0.02334748860448599
172.0,0.013404526681240116,0.024619941134005785
173.0,0.014771375272955214,0.026102310977876186
174.0,0.01559608436322638,0.025971324183046818
175.0,0.015716881823859045,0.024195680394768715
176.0,0.014394397182124001,0.02323106676340103
177.0,0.01400545219491635,0.022001247387379408
178.0,0.01344372411923749,0.021981301717460155
179.0,0.014607919113976615,0.022727723699063063
180.0,0.013808460373963629,0.023629238363355398
181.0,0.01345480898661273,0.022688276134431362
182.0,0.01459801389968821,0.02416785154491663
183.0,0.014760538403476988,0.022409685654565692
184.0,0.014048018093620027,0.02407127432525158
185.0,0.01302915798234088,0.024406525306403637
186.0,0.013463137937443597,0.023637388367205858
187.0,0.013202643620648555,0.02482252288609743
188.0,0.015035334043204784,0.02498534182086587
189.0,0.013266874876405512,0.024419015273451805
190.0,0.014898200652429036,0.02461375016719103
191.0,0.012616194917687349,0.02378947241231799
192.0,0.013415069186261721,0.023841235786676407
193.0,0.014638134411403112,0.025764741003513336
194.0,0.012597690070314067,0.02268078364431858
195.0,0.013568999844470195,0.025017060805112123
196.0,0.012464352218168122,0.022519781719893217
197.0,0.013162910871739899,0.0238118558190763
198.0,0.012340851394193513,0.023410577327013016
199.0,0.012381257223231452,0.02214092668145895
200.0,0.01353495115680354,0.022900383453816175
